ref_num_code,cndn_code,msg_data_element_name,data_format,data_element_code,data_element_chk_ind,fixed_val,ignore_record_ind,sort_seq_num,msg_id,msg_typ,msg_ver,rmk,msg_std_code,def_msg_ind,cre_datt_bu,cre_by,mod_datt_bu,mod_by,txn_id,ver_id,eix_id,par_fmtr_ind,,,,
12.3.4,M,Separator,Slant,,,,N,289,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.3.5,M,Airport Code of Notification,aaa,313,,,N,290,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.4,M,Quantity Detail NFD,,,,,N,291,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.4.1,M,Separator,Slant,,,,N,292,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.4.2,M,Shipment Description Code,a,703,Y,,N,293,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.4.3,M,Number of Pieces,n[...4],701,,,N,294,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.4.4,O,Weight Code,a,601,Y,,N,295,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.4.5,O,Weight,n[...7]p,600,,,N,296,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.5,O,Notification to Detail NFD,,,,,N,297,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.5.1,M,Separator,Slant,,,,N,298,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.5.2,M,Name,t[...35],300,,,N,299,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.6,M,Separator,CRLF,,,,N,300,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13,O,Status Details AWD,,,,,N,301,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.1,M,Status Code AWD,aaa,400,,AWD,N,302,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.2,M,Separator,Slant,,,,N,303,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.3,M,Movement Detail AWD,,,,,N,304,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.3.1,M,Day of Delivery,nn,202,,,N,305,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.3.2,M,Month of Delivery,aaa,201,,,N,306,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.3.3,O,Actual Time,nnnn,203,,,N,307,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.3.4,M,Separator,Slant,,,,N,308,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.3.5,M,Airport Code of Delivery,aaa,313,,,N,309,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.4,M,Quantity Detail AWD,,,,,N,310,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.4.1,M,Separator,Slant,,,,N,311,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.4.2,M,Shipment Description Code,a,703,Y,,N,312,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.4.3,M,Number of Pieces,n[...4],701,,,N,313,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.4.4,O,Weight Code,a,601,Y,,N,314,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.4.5,O,Weight,n[...7]p,600,,,N,315,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.5,O,Delivery to Detail,,,,,N,316,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.5.1,M,Separator,Slant,,,,N,317,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.5.2,M,Name,t[...35],300,,,N,318,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
13.6,M,Separator,CRLF,,,,N,319,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14,O,Status Details CCD,,,,,N,320,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.1,M,Status Code CCD,aaa,400,,CCD,N,321,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.2,M,Separator,Slant,,,,N,322,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.3,M,Movement Detail CCD,,,,,N,323,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.3.1,M,Day of Clearance,nn,202,,,N,324,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.3.2,M,Month of Clearance,aaa,201,,,N,325,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.3.3,O,Actual Time,nnnn,203,,,N,326,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.3.4,M,Separator,Slant,,,,N,327,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.3.5,M,Airport Code of Clearance,aaa,313,,,N,328,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.4,M,Quantity Detail CCD,,,,,N,329,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.4.1,M,Separator,Slant,,,,N,330,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.4.2,M,Shipment Description Code,a,703,Y,,N,331,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.4.3,M,Number of Pieces,n[...4],701,,,N,332,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.4.4,O,Weight Code,a,601,Y,,N,333,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.4.5,O,Weight,n[...7]p,600,,,N,334,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
14.5,M,Separator,CRLF,,,,N,335,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15,O,Status Details DLV,,,,,N,336,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.1,M,Status Code DLV,aaa,400,,DLV,N,337,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.2,M,Separator,Slant,,,,N,338,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.3,M,Movement Detail DLV,,,,,N,339,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.3.1,M,Day of Delivery,nn,202,,,N,340,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.3.2,M,Month of Delivery,aaa,201,,,N,341,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.3.3,O,Actual Time,nnnn,203,,,N,342,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.3.4,M,Separator,Slant,,,,N,343,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.3.5,M,Airport Code of Delivery,aaa,313,,,N,344,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.4,M,Quantity Detail DLV,,,,,N,345,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.4.1,M,Separator,Slant,,,,N,346,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.4.2,M,Shipment Description Code,a,703,Y,,N,347,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.4.3,M,Number of Pieces,n[...4],701,,,N,348,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.4.4,O,Weight Code,a,601,Y,,N,349,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.4.5,O,Weight,n[...7]p,600,,,N,350,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.5,O,Delivery to Detail DLV,,,,,N,351,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.5.1,M,Separator,Slant,,,,N,352,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.5.2,M,Name,t[...35],300,,,N,353,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
15.6,M,Separator,CRLF,,,,N,354,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16,O,Status Details DIS,,,,,N,355,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.1,M,Status Code DIS,aaa,400,,DIS,N,356,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.2,M,Separator,Slant,,,,N,357,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.3,M,Movement Detail DIS,,,,,N,358,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.3.1,O,Carrier Code,mm,312,,,N,359,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.3.2,O,Flight Number,nnn(n)(a),800,,,N,360,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.3.3,M,Separator,Slant,,,,N,361,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.3.4,M,Day of Discrepancy,nn,202,,,N,362,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.3.5,M,Month of Discrepancy,aaa,201,,,N,363,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.3.6,O,Actual Time,nnnn,203,,,N,364,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.3.7,M,Separator,Slant,,,,N,365,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.3.8,M,Airport Code of Discrepancy,aaa,313,,,N,366,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.4,M,Discrepancy Description DIS,,,,,N,367,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.4.1,M,Separator,Slant,,,,N,368,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.4.2,M,Discrepancy Code,aaaa,706,,,N,369,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.5,M,Quantity Detail DIS,,,,,N,370,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.5.1,M,Separator,Slant,,,,N,371,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.5.2,M,Shipment Description Code,a,703,Y,,N,372,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.5.3,M,Number of Pieces,n[...4],701,,,N,373,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.5.4,O,Weight Code,a,601,Y,,N,374,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.5.5,O,Weight,n[...7]p,600,,,N,375,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
16.6,M,Separator,CRLF,,,,N,376,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17,O,Status Details CRC,,,,,N,377,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.1,M,Status Code CRC,aaa,400,,CRC,N,378,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.2,M,Separator,Slant,,,,N,379,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.3,M,Reporting Detail,,,,,N,380,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.3.1,M,Day of Reporting,nn,202,,,N,381,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.3.2,M,Month of Reporting,aaa,201,,,N,382,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.3.3,O,Actual Time,nnnn,203,,,N,383,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.3.4,M,Separator,Slant,,,,N,384,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.3.5,M,Airport Code of Reporting,aaa,313,,,N,385,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.4,M,Quantity Detail CRC,,,,,N,386,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.4.1,M,Separator,Slant,,,,N,387,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.4.2,M,Shipment Description Code,a,703,Y,,N,388,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.4.3,M,Number of Pieces,n[...4],701,,,N,389,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.4.4,O,Weight Code,a,601,Y,,N,390,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.4.5,O,Weight,n[...7]p,600,,,N,391,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.5,O,Separator,Slant,,,,N,392,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.6,O,Movement Detail CRC,,,,,N,393,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.6.1,O,Carrier Code,mm,312,,,N,394,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.6.2,O,Flight Number,nnn(n)(a),800,,,N,395,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.6.3,M,Separator,Slant,,,,N,396,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.6.4,O,Day of Scheduled Departure,nn,202,,,N,397,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.6.5,O,Month of Scheduled Departure,aaa,201,,,N,398,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.6.6,M,Separator,Slant,,,,N,399,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.6.7,M,Airport Code of Departure,aaa,313,,,N,400,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.6.8,M,Airport Code of Arrival,aaa,313,,,N,401,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
17.7,M,Separator,CRLF,,,,N,402,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18,O,Status Details DDL,,,,,N,403,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.1,M,Status Code DDL,aaa,400,,DDL,N,404,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.2,M,Separator,Slant,,,,N,405,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.3,M,Movement Detail DDL,,,,,N,406,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.3.1,M,Day of Delivery ,nn,202,,,N,407,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.3.2,M,Month of Delivery,aaa,201,,,N,408,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.3.3,O,Actual Time,nnnn,203,,,N,409,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.3.4,M,Separator,Slant,,,,N,410,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.3.5,M,Airport Code of Delivery ,aaa,313,,,N,411,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.4,M,Quantity Detail DDL,,,,,N,412,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.4.1,M,Separator,Slant,,,,N,413,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.4.2,M,Shipment Description Code ,a,703,Y,,N,414,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.4.3,M,Number of Pieces,n[...4],701,,,N,415,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.4.4,O,Weight Code,a,601,Y,,N,416,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.4.5,O,Weight,n[...7]p,600,,,N,417,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.5,O,Delivery to Detail DDL,,,,,N,418,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.5.1,M,Separator,Slant,,,,N,419,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.5.2,M,Name,t[...35],300,,,N,420,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
18.6,M,Separator,CRLF,,,,N,421,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19,O,Status Details TGC,,,,,N,422,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.1,M,Status Code TGC,aaa,400,,TGC,N,423,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.2,M,Separator,Slant,,,,N,424,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.3,M,Movement Detail TGC,,,,,N,425,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.3.1,M,Day of Transfer,nn,202,,,N,426,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.3.2,M,Month of Transfer,aaa,201,,,N,427,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.3.3,O,Actual Time,nnnn,203,,,N,428,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.3.4,M,Separator,Slant,,,,N,429,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.3.5,M,Airport Code of Transfer,aaa,313,,,N,430,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.4,M,Quantity Detail TGC,,,,,N,431,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.4.1,M,Separator,Slant,,,,N,432,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.4.2,M,Shipment Description Code,a,703,Y,,N,433,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.4.3,M,Number of Pieces,n[...4],701,,,N,434,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.4.4,O,Weight Code,a,601,Y,,N,435,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.4.5,O,Weight,n[...7]p,600,,,N,436,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
19.5,M,Separator,CRLF,,,,N,437,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
